Secteurs géographiques;Numéro du quartier;Nom du quartier;Nombre de pièces principales;Epoque de construction;Type de location;Loyers de référence;Loyers de référence majorés;Loyers de référence minorés;Année;Ville;Numéro INSEE du quartier
13;75;Amérique;2;1946-1970;meublé;21.6;25.92;15.12;2021;PARIS;7511975
4;19;Val-de-Grace;4;1971-1990;meublé;25.1;30.12;17.57;2021;PARIS;7510519
2;31;Madeleine;3;Avant 1946;non meublé;27.5;33.0;19.25;2021;PARIS;7510831
4;20;Sorbonne;2;1971-1990;meublé;25.9;31.08;18.13;2021;PARIS;7510520
4;17;Saint-Victor;3;Apres 1990;non meublé;23.8;28.56;16.66;2021;PARIS;7510517
4;17;Saint-Victor;1;Avant 1946;meublé;35.4;42.48;24.78;2021;PARIS;7510517
7;61;Auteuil;2;Apres 1990;meublé;28.5;34.2;19.95;2021;PARIS;7511661
12;56;Plaisance;1;Avant 1946;meublé;34.0;40.8;23.8;2021;PARIS;7511456
10;67;Batignolles;2;Avant 1946;non meublé;24.9;29.88;17.43;2021;PARIS;7511767
11;48;Quinze-Vingts;2;Apres 1990;non meublé;23.4;28.08;16.38;2021;PARIS;7511248
11;54;Parc-de-Montsouris;3;Apres 1990;meublé;24.1;28.92;16.87;2021;PARIS;7511454
11;39;Porte-Saint-Martin;4;Apres 1990;non meublé;19.7;23.64;13.79;2021;PARIS;7511039
2;30;Faubourg-du-Roule;4;Avant 1946;non meublé;25.8;30.96;18.06;2021;PARIS;7510830
1;26;Invalides;1;1946-1970;meublé;36.9;44.28;25.83;2021;PARIS;7510726
5;37;Saint-Vincent-de-Paul;4;Avant 1946;non meublé;20.4;24.48;14.28;2021;PARIS;7511037
2;29;Champs-Elysées;2;1971-1990;meublé;29.3;35.16;20.51;2021;PARIS;7510829
11;77;Belleville;3;Apres 1990;meublé;24.1;28.92;16.87;2021;PARIS;7512077
1;25;Saint-Thomas-d'Aquin;2;1971-1990;meublé;30.5;36.6;21.35;2021;PARIS;7510725
4;6;Vivienne;2;1971-1990;non meublé;23.0;27.6;16.1;2021;PARIS;7510206
4;10;Enfants-Rouges;1;Apres 1990;meublé;31.7;38.04;22.19;2021;PARIS;7510310
2;34;Chaussée-d'Antin;3;1946-1970;non meublé;22.0;26.4;15.4;2021;PARIS;7510934
7;60;Javel 15Art;1;Apres 1990;non meublé;26.9;32.28;18.83;2021;PARIS;7511560
3;62;Muette;1;Apres 1990;meublé;32.5;39.0;22.75;2021;PARIS;7511662
4;10;Enfants-Rouges;2;1971-1990;meublé;25.9;31.08;18.13;2021;PARIS;7510310
4;14;Saint-Gervais;4;1946-1970;non meublé;23.3;27.96;16.31;2021;PARIS;7510414
6;66;Plaine de Monceaux;1;Apres 1990;non meublé;27.3;32.76;19.11;2021;PARIS;7511766
11;48;Quinze-Vingts;1;Avant 1946;meublé;32.2;38.64;22.54;2021;PARIS;7511248
13;50;Gare;1;Apres 1990;non meublé;23.2;27.84;16.24;2021;PARIS;7511350
2;29;Champs-Elysées;4;Apres 1990;meublé;29.8;35.8;20.9;2019;PARIS;7510829
7;61;Auteuil;1;Apres 1990;non meublé;26.9;32.28;18.83;2021;PARIS;7511661
13;72;La Chapelle;3;Apres 1990;meublé;20.6;24.72;14.42;2021;PARIS;7511872
10;42;Saint-Ambroise;2;Apres 1990;non meublé;24.5;29.4;17.2;2019;PARIS;7511142
5;38;Porte-Saint-Denis;4;Avant 1946;non meublé;19.8;23.8;13.9;2019;PARIS;7511038
5;2;Halles;3;Avant 1946;non meublé;23.2;27.84;16.24;2021;PARIS;7510102
4;6;Vivienne;1;Avant 1946;meublé;34.6;41.5;24.2;2019;PARIS;7510206
11;68;Epinettes;3;1946-1970;non meublé;18.7;22.4;13.1;2019;PARIS;7511768
4;7;Mail;1;Apres 1990;meublé;31.7;38.04;22.19;2021;PARIS;7510207
4;7;Mail;4;Apres 1990;meublé;28.2;33.84;19.74;2021;PARIS;7510207
2;5;Gaillon;3;Avant 1946;non meublé;27.5;33.0;19.25;2021;PARIS;7510205
4;6;Vivienne;2;Apres 1990;meublé;28.7;34.4;20.1;2019;PARIS;7510206
13;50;Gare;3;Avant 1946;meublé;23.2;27.84;16.24;2021;PARIS;7511350
1;23;Notre-Dame-des-Champs;4;1971-1990;non meublé;25.1;30.12;17.57;2021;PARIS;7510623
2;29;Champs-Elysées;1;Avant 1946;meublé;37.2;44.64;26.04;2021;PARIS;7510829
12;56;Plaisance;4;1971-1990;non meublé;21.7;26.04;15.19;2021;PARIS;7511456
5;2;Halles;1;1971-1990;non meublé;27.1;32.52;18.97;2021;PARIS;7510102
2;4;Place-Vendôme;3;1946-1970;meublé;24.8;29.76;17.36;2021;PARIS;7510104
4;12;Sainte-Avoie;1;1946-1970;meublé;33.8;40.56;23.66;2021;PARIS;7510312
6;58;Necker;3;1946-1970;meublé;26.2;31.44;18.34;2021;PARIS;7511558
9;69;Grandes-Carrières;1;Avant 1946;non meublé;27.0;32.4;18.9;2021;PARIS;7511869
10;67;Batignolles;3;1971-1990;meublé;24.6;29.52;17.22;2021;PARIS;7511767
14;45;Bel-Air;3;1971-1990;non meublé;19.1;22.92;13.37;2021;PARIS;7511245
7;60;Javel 15Art;4;1971-1990;meublé;24.3;29.16;17.01;2021;PARIS;7511560
5;53;Montparnasse;2;1946-1970;meublé;27.3;32.76;19.11;2021;PARIS;7511453
2;34;Chaussée-d'Antin;4;Apres 1990;non meublé;26.2;31.44;18.34;2021;PARIS;7510934
5;36;Rochechouart;4;Apres 1990;non meublé;21.6;25.92;15.12;2021;PARIS;7510936
8;57;Saint-Lambert;4;Apres 1990;non meublé;24.5;29.4;17.15;2021;PARIS;7511557
3;62;Muette;4;Apres 1990;meublé;28.8;34.56;20.16;2021;PARIS;7511662
4;10;Enfants-Rouges;1;1971-1990;non meublé;30.7;36.84;21.49;2021;PARIS;7510310
11;71;Goutte-d'Or;2;Apres 1990;non meublé;23.4;28.08;16.38;2021;PARIS;7511871
6;58;Necker;4;Avant 1946;non meublé;23.9;28.68;16.73;2021;PARIS;7511558
4;20;Sorbonne;2;Avant 1946;meublé;31.6;37.92;22.12;2021;PARIS;7510520
10;42;Saint-Ambroise;3;Avant 1946;meublé;26.8;32.16;18.76;2021;PARIS;7511142
2;1;St-Germain-l'Auxerrois;4;1946-1970;meublé;26.1;31.32;18.27;2021;PARIS;7510101
6;58;Necker;2;Apres 1990;non meublé;23.7;28.44;16.59;2021;PARIS;7511558
3;64;Chaillot;1;1971-1990;meublé;33.6;40.32;23.52;2021;PARIS;7511664
9;46;Picpus;1;Avant 1946;non meublé;27.0;32.4;18.9;2021;PARIS;7511246
5;35;Faubourg-Montmartre;2;1946-1970;non meublé;24.3;29.16;17.01;2021;PARIS;7510935
10;42;Saint-Ambroise;2;Avant 1946;non meublé;24.9;29.88;17.43;2021;PARIS;7511142
4;17;Saint-Victor;2;Apres 1990;non meublé;24.2;29.04;16.94;2021;PARIS;7510517
1;25;Saint-Thomas-d'Aquin;4;Avant 1946;non meublé;28.6;34.32;20.02;2021;PARIS;7510725
2;21;Monnaie;2;Apres 1990;meublé;30.5;36.6;21.35;2021;PARIS;7510621
5;36;Rochechouart;3;1946-1970;meublé;22.5;27.0;15.75;2021;PARIS;7510936
1;27;Ecole-Militaire;2;1946-1970;non meublé;26.9;32.28;18.83;2021;PARIS;7510727
6;66;Plaine de Monceaux;3;1971-1990;meublé;26.9;32.28;18.83;2021;PARIS;7511766
10;44;Sainte-Marguerite;4;1971-1990;meublé;25.0;30.0;17.5;2021;PARIS;7511144
1;23;Notre-Dame-des-Champs;1;1971-1990;meublé;36.9;44.28;25.83;2021;PARIS;7510623
10;67;Batignolles;1;1971-1990;meublé;30.4;36.48;21.28;2021;PARIS;7511767
11;39;Porte-Saint-Martin;1;Apres 1990;non meublé;24.3;29.16;17.01;2021;PARIS;7511039
5;36;Rochechouart;1;1946-1970;meublé;31.7;38.04;22.19;2021;PARIS;7510936
11;77;Belleville;1;Avant 1946;meublé;32.2;38.64;22.54;2021;PARIS;7512077
12;51;Maison-Blanche;3;1971-1990;non meublé;20.4;24.48;14.28;2021;PARIS;7511351
10;49;Salpêtrière;4;1971-1990;non meublé;22.2;26.64;15.54;2021;PARIS;7511349
2;24;Saint-Germain-des-Prés;3;Avant 1946;meublé;30.9;37.08;21.63;2021;PARIS;7510624
4;6;Vivienne;1;1946-1970;non meublé;30.0;36.0;21.0;2021;PARIS;7510206
5;53;Montparnasse;3;1946-1970;meublé;22.5;27.0;15.75;2021;PARIS;7511453
11;54;Parc-de-Montsouris;2;Avant 1946;non meublé;24.5;29.4;17.15;2021;PARIS;7511454
4;14;Saint-Gervais;3;1946-1970;non meublé;21.9;26.28;15.33;2021;PARIS;7510414
10;49;Salpêtrière;2;1971-1990;meublé;25.4;30.48;17.78;2021;PARIS;7511349
5;53;Montparnasse;1;Apres 1990;non meublé;28.7;34.44;20.09;2021;PARIS;7511453
4;11;Archives;4;1971-1990;non meublé;22.3;26.76;15.61;2021;PARIS;7510311
13;50;Gare;4;Avant 1946;meublé;23.0;27.6;16.1;2021;PARIS;7511350
5;33;Saint-Georges;1;Apres 1990;meublé;32.3;38.76;22.61;2021;PARIS;7510933
1;27;Ecole-Militaire;2;Apres 1990;meublé;33.6;40.32;23.52;2021;PARIS;7510727
1;25;Saint-Thomas-d'Aquin;1;Avant 1946;non meublé;32.2;38.64;22.54;2021;PARIS;7510725
5;53;Montparnasse;4;Apres 1990;non meublé;21.6;25.92;15.12;2021;PARIS;7511453
2;5;Gaillon;3;1971-1990;non meublé;23.1;27.72;16.17;2021;PARIS;7510205
11;71;Goutte-d'Or;2;Apres 1990;meublé;26.3;31.56;18.41;2021;PARIS;7511871
2;29;Champs-Elysées;2;1946-1970;meublé;30.5;36.6;21.35;2021;PARIS;7510829
13;78;Saint-Fargeau;2;1946-1970;non meublé;19.2;23.04;13.44;2021;PARIS;7512078
1;23;Notre-Dame-des-Champs;2;Avant 1946;non meublé;28.7;34.44;20.09;2021;PARIS;7510623
2;24;Saint-Germain-des-Prés;2;Apres 1990;non meublé;27.1;32.52;18.97;2021;PARIS;7510624
3;32;Europe;1;Apres 1990;non meublé;28.9;34.68;20.23;2021;PARIS;7510832
2;34;Chaussée-d'Antin;2;1971-1990;meublé;29.3;35.16;20.51;2021;PARIS;7510934
4;19;Val-de-Grace;4;Apres 1990;non meublé;25.1;30.12;17.57;2021;PARIS;7510519
13;78;Saint-Fargeau;2;1971-1990;meublé;20.5;24.6;14.35;2021;PARIS;7512078
5;33;Saint-Georges;1;1946-1970;meublé;31.7;38.04;22.19;2021;PARIS;7510933
4;19;Val-de-Grace;1;1971-1990;non meublé;30.7;36.84;21.49;2021;PARIS;7510519
13;50;Gare;2;1971-1990;meublé;20.5;24.6;14.35;2021;PARIS;7511350
9;46;Picpus;4;1971-1990;non meublé;19.0;22.8;13.3;2021;PARIS;7511246
1;25;Saint-Thomas-d'Aquin;3;1971-1990;non meublé;27.2;32.64;19.04;2021;PARIS;7510725
7;59;Grenelle;2;Apres 1990;meublé;28.5;34.2;19.95;2021;PARIS;7511559
7;60;Javel 15Art;3;Avant 1946;non meublé;23.3;27.96;16.31;2021;PARIS;7511560
11;40;Hôpital-Saint-Louis;3;Avant 1946;meublé;26.2;31.44;18.34;2021;PARIS;7511040
11;54;Parc-de-Montsouris;3;1971-1990;meublé;22.3;26.76;15.61;2021;PARIS;7511454
9;69;Grandes-Carrières;1;Apres 1990;meublé;27.0;32.4;18.9;2021;PARIS;7511869
2;13;Saint-Merri;2;1946-1970;non meublé;27.1;32.52;18.97;2021;PARIS;7510413
10;44;Sainte-Marguerite;2;Apres 1990;non meublé;25.2;30.24;17.64;2021;PARIS;7511144
4;19;Val-de-Grace;4;Avant 1946;meublé;28.7;34.44;20.09;2021;PARIS;7510519
4;20;Sorbonne;1;1971-1990;non meublé;30.7;36.84;21.49;2021;PARIS;7510520
4;6;Vivienne;2;1946-1970;non meublé;23.1;27.72;16.17;2021;PARIS;7510206
4;9;Arts-et-Metiers;1;1971-1990;non meublé;30.7;36.84;21.49;2021;PARIS;7510309
4;9;Arts-et-Metiers;2;Avant 1946;meublé;31.6;37.92;22.12;2021;PARIS;7510309
10;67;Batignolles;1;1946-1970;non meublé;24.1;28.9;16.9;2019;PARIS;7511767
4;17;Saint-Victor;2;Apres 1990;meublé;28.7;34.4;20.1;2019;PARIS;7510517
7;61;Auteuil;4;Avant 1946;meublé;25.3;30.4;17.7;2019;PARIS;7511661
5;53;Montparnasse;1;1971-1990;meublé;29.7;35.6;20.8;2019;PARIS;7511453
1;27;Ecole-Militaire;2;1946-1970;non meublé;25.9;31.1;18.1;2019;PARIS;7510727
1;23;Notre-Dame-des-Champs;4;1946-1970;meublé;25.8;31.0;18.1;2019;PARIS;7510623
4;20;Sorbonne;1;Avant 1946;meublé;34.6;41.5;24.2;2019;PARIS;7510520
1;26;Invalides;4;Apres 1990;non meublé;29.2;35.0;20.4;2019;PARIS;7510726
1;26;Invalides;1;1946-1970;non meublé;30.1;36.1;21.1;2019;PARIS;7510726
8;57;Saint-Lambert;1;1971-1990;non meublé;24.2;29.0;16.9;2019;PARIS;7511557
3;64;Chaillot;1;Apres 1990;meublé;32.0;38.4;22.4;2019;PARIS;7511664
13;73;Villette;2;1971-1990;non meublé;17.7;21.2;12.4;2019;PARIS;7511973
14;45;Bel-Air;4;1971-1990;non meublé;17.0;20.4;11.9;2019;PARIS;7511245
10;42;Saint-Ambroise;1;Apres 1990;meublé;32.2;38.6;22.5;2019;PARIS;7511142
10;42;Saint-Ambroise;3;1946-1970;meublé;23.1;27.7;16.2;2019;PARIS;7511142
11;77;Belleville;1;Avant 1946;non meublé;27.7;33.2;19.4;2019;PARIS;7512077
11;41;Folie-Méricourt;2;1946-1970;meublé;25.0;30.0;17.5;2019;PARIS;7511141
5;38;Porte-Saint-Denis;4;Apres 1990;non meublé;20.6;24.7;14.4;2019;PARIS;7511038
11;48;Quinze-Vingts;4;1946-1970;meublé;24.0;28.8;16.8;2019;PARIS;7511248
13;75;Amérique;3;Apres 1990;meublé;21.1;25.3;14.8;2019;PARIS;7511975
3;62;Muette;3;Apres 1990;meublé;26.4;31.7;18.5;2019;PARIS;7511662
14;79;Père-Lachaise;2;Avant 1946;non meublé;22.3;26.8;15.6;2019;PARIS;7512079
9;46;Picpus;2;Apres 1990;non meublé;23.1;27.7;16.2;2019;PARIS;7511246
13;50;Gare;1;Avant 1946;meublé;29.0;34.8;20.3;2019;PARIS;7511350
2;29;Champs-Elysées;4;Avant 1946;meublé;28.7;34.4;20.1;2019;PARIS;7510829
11;71;Goutte-d'Or;4;Apres 1990;non meublé;21.1;25.3;14.8;2019;PARIS;7511871
7;61;Auteuil;1;Avant 1946;meublé;30.7;36.8;21.5;2019;PARIS;7511661
10;42;Saint-Ambroise;3;Avant 1946;non meublé;22.8;27.4;16.0;2019;PARIS;7511142
4;12;Sainte-Avoie;2;1971-1990;meublé;25.4;30.5;17.8;2019;PARIS;7510312
12;56;Plaisance;3;Avant 1946;non meublé;21.5;25.8;15.1;2019;PARIS;7511456
7;60;Javel 15Art;2;1971-1990;non meublé;23.2;27.8;16.2;2019;PARIS;7511560
4;12;Sainte-Avoie;3;Avant 1946;non meublé;24.6;29.5;17.2;2019;PARIS;7510312
2;22;Odeon;2;1946-1970;non meublé;26.6;31.9;18.6;2019;PARIS;7510622
1;23;Notre-Dame-des-Champs;4;1971-1990;meublé;27.2;32.6;19.0;2019;PARIS;7510623
13;80;Charonne;1;Avant 1946;non meublé;25.7;30.8;18.0;2019;PARIS;7512080
2;13;Saint-Merri;3;1971-1990;non meublé;22.2;26.6;15.5;2019;PARIS;7510413
3;63;Porte-Dauphine;4;1946-1970;meublé;27.2;32.6;19.0;2019;PARIS;7511663
7;61;Auteuil;3;1971-1990;non meublé;21.7;26.0;15.2;2019;PARIS;7511661
11;43;Roquette;4;Avant 1946;non meublé;21.0;25.2;14.7;2019;PARIS;7511143
2;24;Saint-Germain-des-Prés;1;1971-1990;non meublé;27.4;32.9;19.2;2019;PARIS;7510624
9;69;Grandes-Carrières;2;1971-1990;meublé;24.5;29.4;17.2;2019;PARIS;7511869
13;80;Charonne;2;1946-1970;non meublé;18.9;22.7;13.2;2019;PARIS;7512080
1;28;Gros-Caillou;3;Avant 1946;meublé;29.5;35.4;20.7;2019;PARIS;7510728
5;35;Faubourg-Montmartre;3;1946-1970;non meublé;20.2;24.2;14.1;2019;PARIS;7510935
14;76;Combat;1;1946-1970;non meublé;23.5;28.2;16.5;2019;PARIS;7511976
2;29;Champs-Elysées;3;1946-1970;non meublé;21.5;25.8;15.1;2019;PARIS;7510829
2;15;Arsenal;4;Avant 1946;meublé;28.7;34.4;20.1;2019;PARIS;7510415
2;16;Notre-Dame;2;Apres 1990;meublé;29.9;35.9;20.9;2019;PARIS;7510416
6;58;Necker;4;Avant 1946;meublé;26.7;32.0;18.7;2019;PARIS;7511558
4;14;Saint-Gervais;2;1971-1990;meublé;25.4;30.5;17.8;2019;PARIS;7510414
4;12;Sainte-Avoie;1;1971-1990;non meublé;29.1;34.9;20.4;2019;PARIS;7510312
4;12;Sainte-Avoie;1;Apres 1990;non meublé;28.5;34.2;20.0;2019;PARIS;7510312
10;18;Jardin-des-Plantes;2;Avant 1946;meublé;27.3;32.8;19.1;2019;PARIS;7510518
1;27;Ecole-Militaire;1;1971-1990;non meublé;30.8;37.0;21.6;2019;PARIS;7510727
2;22;Odeon;3;1946-1970;non meublé;21.5;25.8;15.1;2019;PARIS;7510622
1;23;Notre-Dame-des-Champs;2;Apres 1990;meublé;32.9;39.5;23.0;2019;PARIS;7510623
11;43;Roquette;3;Avant 1946;non meublé;22.6;27.1;15.8;2019;PARIS;7511143
1;23;Notre-Dame-des-Champs;3;Apres 1990;non meublé;27.3;32.8;19.1;2019;PARIS;7510623
4;20;Sorbonne;4;1971-1990;non meublé;22.9;27.5;16.0;2019;PARIS;7510520
1;26;Invalides;3;1971-1990;non meublé;26.2;31.4;18.3;2019;PARIS;7510726
11;41;Folie-Méricourt;2;Apres 1990;non meublé;24.1;28.9;16.9;2019;PARIS;7511141
2;34;Chaussée-d'Antin;1;1946-1970;non meublé;31.8;38.2;22.3;2019;PARIS;7510934
14;47;Bercy;4;1971-1990;non meublé;17.0;20.4;11.9;2019;PARIS;7511247
11;41;Folie-Méricourt;3;1946-1970;meublé;21.1;25.3;14.8;2019;PARIS;7511141
11;39;Porte-Saint-Martin;4;1971-1990;non meublé;20.1;24.1;14.1;2019;PARIS;7511039
2;31;Madeleine;3;Avant 1946;non meublé;26.2;31.4;18.3;2019;PARIS;7510831
11;77;Belleville;1;1946-1970;meublé;26.6;31.9;18.6;2019;PARIS;7512077
3;64;Chaillot;3;Apres 1990;meublé;26.4;31.7;18.5;2019;PARIS;7511664
10;44;Sainte-Marguerite;4;1946-1970;meublé;22.8;27.4;16.0;2019;PARIS;7511144
11;41;Folie-Méricourt;1;Avant 1946;non meublé;27.7;33.2;19.4;2019;PARIS;7511141
8;57;Saint-Lambert;2;1946-1970;meublé;24.2;29.0;16.9;2019;PARIS;7511557
12;56;Plaisance;4;1971-1990;meublé;23.3;28.0;16.3;2019;PARIS;7511456
4;6;Vivienne;2;1946-1970;non meublé;22.6;27.1;15.8;2019;PARIS;7510206
7;59;Grenelle;2;1946-1970;non meublé;22.8;27.4;16.0;2019;PARIS;7511559
4;14;Saint-Gervais;3;Avant 1946;non meublé;24.6;29.5;17.2;2019;PARIS;7510414
10;44;Sainte-Marguerite;3;1971-1990;meublé;24.3;29.2;17.0;2019;PARIS;7511144
10;18;Jardin-des-Plantes;4;1946-1970;non meublé;20.2;24.2;14.1;2019;PARIS;7510518
2;22;Odeon;4;Apres 1990;meublé;29.8;35.8;20.9;2019;PARIS;7510622
9;69;Grandes-Carrières;4;1971-1990;meublé;21.4;25.7;15.0;2019;PARIS;7511869
2;15;Arsenal;4;1946-1970;meublé;25.2;30.2;17.6;2019;PARIS;7510415
2;22;Odeon;3;Avant 1946;meublé;29.6;35.5;20.7;2019;PARIS;7510622
2;22;Odeon;2;Avant 1946;non meublé;27.9;33.5;19.5;2019;PARIS;7510622
4;19;Val-de-Grace;4;Avant 1946;meublé;28.0;33.6;19.6;2019;PARIS;7510519
9;69;Grandes-Carrières;1;1971-1990;non meublé;23.8;28.6;16.7;2019;PARIS;7511869
2;24;Saint-Germain-des-Prés;3;Avant 1946;non meublé;26.2;31.4;18.3;2019;PARIS;7510624
11;54;Parc-de-Montsouris;2;Avant 1946;meublé;26.9;32.3;18.8;2019;PARIS;7511454
7;59;Grenelle;3;Apres 1990;non meublé;24.1;28.9;16.9;2019;PARIS;7511559
13;78;Saint-Fargeau;3;Avant 1946;non meublé;20.2;24.2;14.1;2019;PARIS;7512078
9;70;Clignancourt;3;1946-1970;meublé;20.3;24.4;14.2;2019;PARIS;7511870
2;1;St-Germain-l'Auxerrois;4;Avant 1946;meublé;28.9;34.68;20.23;2020;PARIS;7510101
4;10;Enfants-Rouges;4;1971-1990;meublé;25.1;30.12;17.57;2021;PARIS;7510310
5;2;Halles;1;1946-1970;meublé;31.6;37.92;22.12;2020;PARIS;7510102
2;3;Palais-Royal;4;1946-1970;non meublé;22.9;27.48;16.03;2020;PARIS;7510103
2;4;Place-Vendôme;4;1946-1970;meublé;25.9;31.08;18.13;2020;PARIS;7510104
4;7;Mail;3;1971-1990;non meublé;24.1;28.92;16.87;2020;PARIS;7510207
4;7;Mail;4;1971-1990;non meublé;22.9;27.48;16.03;2020;PARIS;7510207
4;9;Arts-et-Metiers;1;Avant 1946;meublé;35.1;42.12;24.57;2020;PARIS;7510309
4;9;Arts-et-Metiers;1;Apres 1990;meublé;32.1;38.52;22.47;2020;PARIS;7510309
4;9;Arts-et-Metiers;4;1946-1970;non meublé;23.0;27.6;16.1;2020;PARIS;7510309
4;9;Arts-et-Metiers;4;Avant 1946;non meublé;25.1;30.12;17.57;2020;PARIS;7510309
4;10;Enfants-Rouges;1;1946-1970;meublé;33.7;40.44;23.59;2020;PARIS;7510310
2;13;Saint-Merri;4;Apres 1990;non meublé;26.2;31.44;18.34;2020;PARIS;7510413
4;14;Saint-Gervais;1;1946-1970;non meublé;29.8;35.76;20.86;2020;PARIS;7510414
4;14;Saint-Gervais;2;Apres 1990;non meublé;25.4;30.48;17.78;2020;PARIS;7510414
4;17;Saint-Victor;4;1946-1970;meublé;26.0;31.2;18.2;2020;PARIS;7510517
4;17;Saint-Victor;4;1971-1990;meublé;25.9;31.08;18.13;2020;PARIS;7510517
4;14;Saint-Gervais;1;1971-1990;meublé;34.2;41.04;23.94;2020;PARIS;7510414
4;17;Saint-Victor;2;Apres 1990;meublé;28.7;34.44;20.09;2020;PARIS;7510517
2;13;Saint-Merri;2;1971-1990;meublé;28.6;34.32;20.02;2020;PARIS;7510413
2;15;Arsenal;3;1971-1990;non meublé;22.3;26.76;15.61;2020;PARIS;7510415
2;16;Notre-Dame;4;1946-1970;meublé;25.9;31.08;18.13;2020;PARIS;7510416
4;17;Saint-Victor;2;Apres 1990;non meublé;25.4;30.48;17.78;2020;PARIS;7510517
4;14;Saint-Gervais;3;1946-1970;non meublé;21.5;25.8;15.05;2020;PARIS;7510414
4;17;Saint-Victor;3;Apres 1990;non meublé;23.0;27.6;16.1;2020;PARIS;7510517
2;13;Saint-Merri;4;Avant 1946;meublé;28.9;34.68;20.23;2020;PARIS;7510413
2;15;Arsenal;2;Apres 1990;non meublé;26.7;32.04;18.69;2020;PARIS;7510415
2;16;Notre-Dame;4;Apres 1990;non meublé;26.2;31.44;18.34;2020;PARIS;7510416
2;15;Arsenal;1;Avant 1946;meublé;37.0;44.4;25.9;2020;PARIS;7510415
1;25;Saint-Thomas-d'Aquin;4;Avant 1946;non meublé;28.2;33.84;19.74;2020;PARIS;7510725
4;12;Sainte-Avoie;3;1971-1990;meublé;27.2;32.64;19.04;2020;PARIS;7510312
2;21;Monnaie;1;1946-1970;meublé;36.0;43.2;25.2;2020;PARIS;7510621
1;25;Saint-Thomas-d'Aquin;2;1946-1970;meublé;30.1;36.12;21.07;2020;PARIS;7510725
1;23;Notre-Dame-des-Champs;2;Apres 1990;non meublé;29.4;35.28;20.58;2020;PARIS;7510623
1;26;Invalides;2;1946-1970;non meublé;26.6;31.92;18.62;2020;PARIS;7510726
2;24;Saint-Germain-des-Prés;1;Avant 1946;meublé;37.0;44.4;25.9;2020;PARIS;7510624
1;25;Saint-Thomas-d'Aquin;2;Apres 1990;non meublé;29.4;35.28;20.58;2020;PARIS;7510725
1;23;Notre-Dame-des-Champs;4;Avant 1946;non meublé;28.2;33.84;19.74;2020;PARIS;7510623
1;26;Invalides;3;1946-1970;meublé;28.6;34.32;20.02;2020;PARIS;7510726
2;21;Monnaie;3;Apres 1990;meublé;27.7;33.24;19.39;2020;PARIS;7510621
1;26;Invalides;4;Avant 1946;non meublé;28.2;33.84;19.74;2020;PARIS;7510726
5;36;Rochechouart;1;1946-1970;non meublé;28.0;33.6;19.6;2020;PARIS;7510936
10;42;Saint-Ambroise;3;Avant 1946;meublé;26.3;31.56;18.41;2020;PARIS;7511142
5;38;Porte-Saint-Denis;2;1946-1970;meublé;26.8;32.16;18.76;2020;PARIS;7511038
3;32;Europe;2;1946-1970;non meublé;25.8;30.96;18.06;2020;PARIS;7510832
5;36;Rochechouart;3;1971-1990;non meublé;21.2;25.44;14.84;2020;PARIS;7510936
2;29;Champs-Elysées;3;Avant 1946;meublé;30.7;36.84;21.49;2020;PARIS;7510829
14;45;Bel-Air;4;1946-1970;non meublé;18.1;21.72;12.67;2020;PARIS;7511245
9;46;Picpus;1;Avant 1946;meublé;30.2;36.24;21.14;2020;PARIS;7511246
11;48;Quinze-Vingts;4;1971-1990;non meublé;20.7;24.84;14.49;2020;PARIS;7511248
14;47;Bercy;4;Avant 1946;meublé;22.7;27.24;15.89;2020;PARIS;7511247
11;43;Roquette;4;Avant 1946;non meublé;21.4;25.68;14.98;2020;PARIS;7511143
5;33;Saint-Georges;3;Avant 1946;meublé;25.8;30.96;18.06;2020;PARIS;7510933
5;37;Saint-Vincent-de-Paul;1;1946-1970;meublé;31.6;37.92;22.12;2020;PARIS;7511037
1;28;Gros-Caillou;3;1971-1990;non meublé;26.3;31.56;18.41;2020;PARIS;7510728
10;42;Saint-Ambroise;3;Apres 1990;meublé;26.4;31.68;18.48;2020;PARIS;7511142
11;40;Hôpital-Saint-Louis;1;Apres 1990;non meublé;24.1;28.92;16.87;2020;PARIS;7511040
3;32;Europe;1;1971-1990;non meublé;29.4;35.28;20.58;2020;PARIS;7510832
5;35;Faubourg-Montmartre;2;Apres 1990;meublé;28.3;33.96;19.81;2020;PARIS;7510935
10;42;Saint-Ambroise;2;Avant 1946;meublé;27.8;33.36;19.46;2020;PARIS;7511142
14;47;Bercy;1;1946-1970;meublé;26.9;32.28;18.83;2020;PARIS;7511247
11;39;Porte-Saint-Martin;4;Apres 1990;non meublé;19.4;23.28;13.58;2020;PARIS;7511039
11;40;Hôpital-Saint-Louis;4;1971-1990;meublé;23.4;28.08;16.38;2020;PARIS;7511040
1;28;Gros-Caillou;4;Apres 1990;meublé;33.8;40.56;23.66;2020;PARIS;7510728
11;39;Porte-Saint-Martin;3;Apres 1990;non meublé;20.9;25.08;14.63;2020;PARIS;7511039
2;31;Madeleine;3;Avant 1946;non meublé;27.2;32.64;19.04;2020;PARIS;7510831
2;29;Champs-Elysées;4;1971-1990;meublé;25.1;30.12;17.57;2020;PARIS;7510829
2;31;Madeleine;4;1971-1990;meublé;25.1;30.12;17.57;2020;PARIS;7510831
10;44;Sainte-Marguerite;2;1971-1990;meublé;25.2;30.24;17.64;2020;PARIS;7511144
