Secteurs géographiques;Numéro du quartier;Nom du quartier;Nombre de pièces principales;Epoque de construction;Type de location;Loyers de référence;Loyers de référence majorés;Loyers de référence minorés;Année;Ville;Numéro INSEE du quartier
2;29;Champs-Elysées;3;Avant 1946;non meublé;27.2;32.64;19.04;2020;PARIS;7510829
1;28;Gros-Caillou;1;1971-1990;meublé;35.9;43.08;25.13;2020;PARIS;7510728
2;30;Faubourg-du-Roule;4;1946-1970;meublé;25.9;31.08;18.13;2020;PARIS;7510830
5;35;Faubourg-Montmartre;4;Avant 1946;non meublé;20.1;24.12;14.07;2020;PARIS;7510935
5;35;Faubourg-Montmartre;4;Avant 1946;meublé;22.7;27.24;15.89;2020;PARIS;7510935
14;47;Bercy;1;1946-1970;non meublé;23.8;28.56;16.66;2020;PARIS;7511247
1;25;Saint-Thomas-d'Aquin;2;1971-1990;meublé;30.2;36.24;21.14;2020;PARIS;7510725
1;23;Notre-Dame-des-Champs;2;1946-1970;meublé;30.1;36.12;21.07;2020;PARIS;7510623
11;40;Hôpital-Saint-Louis;4;Apres 1990;meublé;21.9;26.28;15.33;2020;PARIS;7511040
2;30;Faubourg-du-Roule;2;Apres 1990;meublé;30.2;36.24;21.14;2020;PARIS;7510830
5;33;Saint-Georges;4;1946-1970;meublé;24.3;29.16;17.01;2020;PARIS;7510933
1;28;Gros-Caillou;4;1946-1970;meublé;27.0;32.4;18.9;2020;PARIS;7510728
3;32;Europe;4;Avant 1946;non meublé;23.7;28.44;16.59;2020;PARIS;7510832
2;34;Chaussée-d'Antin;3;Apres 1990;meublé;27.7;33.24;19.39;2020;PARIS;7510934
11;43;Roquette;2;1971-1990;non meublé;22.9;27.48;16.03;2020;PARIS;7511143
1;28;Gros-Caillou;3;1971-1990;meublé;29.7;35.64;20.79;2020;PARIS;7510728
11;43;Roquette;1;Avant 1946;meublé;31.8;38.16;22.26;2020;PARIS;7511143
1;23;Notre-Dame-des-Champs;2;Avant 1946;non meublé;28.3;33.96;19.81;2020;PARIS;7510623
2;22;Odeon;1;1971-1990;meublé;31.5;37.8;22.05;2020;PARIS;7510622
1;27;Ecole-Militaire;1;Apres 1990;meublé;39.6;47.52;27.72;2020;PARIS;7510727
11;48;Quinze-Vingts;4;1971-1990;meublé;23.4;28.08;16.38;2020;PARIS;7511248
3;32;Europe;1;1971-1990;meublé;33.2;39.84;23.24;2020;PARIS;7510832
11;41;Folie-Méricourt;3;Apres 1990;non meublé;20.9;25.08;14.63;2020;PARIS;7511141
5;37;Saint-Vincent-de-Paul;3;1971-1990;non meublé;21.2;25.44;14.84;2020;PARIS;7511037
13;50;Gare;2;Avant 1946;meublé;25.0;30.0;17.5;2020;PARIS;7511350
14;45;Bel-Air;2;1971-1990;meublé;21.8;26.16;15.26;2020;PARIS;7511245
9;46;Picpus;3;Apres 1990;non meublé;21.7;26.04;15.19;2020;PARIS;7511246
10;49;Salpêtrière;2;1971-1990;meublé;25.2;30.24;17.64;2020;PARIS;7511349
2;29;Champs-Elysées;4;Avant 1946;non meublé;25.6;30.72;17.92;2020;PARIS;7510829
1;28;Gros-Caillou;3;Apres 1990;non meublé;28.3;33.96;19.81;2020;PARIS;7510728
5;36;Rochechouart;4;1946-1970;meublé;24.3;29.16;17.01;2020;PARIS;7510936
5;36;Rochechouart;4;Apres 1990;meublé;23.1;27.72;16.17;2020;PARIS;7510936
1;27;Ecole-Militaire;3;1946-1970;non meublé;25.3;30.36;17.71;2020;PARIS;7510727
10;42;Saint-Ambroise;2;1971-1990;meublé;25.2;30.24;17.64;2020;PARIS;7511142
11;43;Roquette;2;Apres 1990;non meublé;23.9;28.68;16.73;2020;PARIS;7511143
5;33;Saint-Georges;4;Apres 1990;non meublé;20.4;24.48;14.28;2020;PARIS;7510933
11;39;Porte-Saint-Martin;3;Avant 1946;meublé;26.0;31.2;18.2;2020;PARIS;7511039
5;53;Montparnasse;4;Avant 1946;non meublé;20.1;24.12;14.07;2020;PARIS;7511453
12;56;Plaisance;4;1971-1990;non meublé;21.3;25.56;14.91;2020;PARIS;7511456
12;51;Maison-Blanche;1;Apres 1990;meublé;29.5;35.4;20.65;2020;PARIS;7511351
3;62;Muette;1;1946-1970;non meublé;28.3;33.96;19.81;2020;PARIS;7511662
6;66;Plaine de Monceaux;3;1971-1990;non meublé;23.6;28.32;16.52;2020;PARIS;7511766
6;65;Ternes;4;1971-1990;non meublé;22.4;26.88;15.68;2020;PARIS;7511765
10;67;Batignolles;2;Avant 1946;meublé;27.8;33.36;19.46;2020;PARIS;7511767
11;68;Epinettes;2;1971-1990;meublé;25.9;31.08;18.13;2020;PARIS;7511768
12;51;Maison-Blanche;3;1946-1970;non meublé;19.9;23.88;13.93;2020;PARIS;7511351
7;61;Auteuil;4;1971-1990;non meublé;21.4;25.68;14.98;2020;PARIS;7511661
10;67;Batignolles;3;Avant 1946;non meublé;23.3;27.96;16.31;2020;PARIS;7511767
12;56;Plaisance;1;Apres 1990;meublé;29.5;35.4;20.65;2020;PARIS;7511456
10;67;Batignolles;3;Apres 1990;non meublé;23.4;28.08;16.38;2020;PARIS;7511767
12;56;Plaisance;4;Avant 1946;non meublé;19.9;23.88;13.93;2020;PARIS;7511456
10;55;Petit-Montrouge;4;Apres 1990;non meublé;23.5;28.2;16.45;2020;PARIS;7511455
11;54;Parc-de-Montsouris;1;1971-1990;meublé;28.7;34.44;20.09;2020;PARIS;7511454
11;54;Parc-de-Montsouris;1;Apres 1990;non meublé;24.1;28.92;16.87;2020;PARIS;7511454
11;68;Epinettes;1;1946-1970;meublé;27.0;32.4;18.9;2020;PARIS;7511768
13;50;Gare;3;1946-1970;meublé;18.6;22.32;13.02;2020;PARIS;7511350
7;60;Javel 15Art;2;1946-1970;meublé;26.0;31.2;18.2;2020;PARIS;7511560
6;58;Necker;4;1971-1990;meublé;25.3;30.36;17.71;2020;PARIS;7511558
8;57;Saint-Lambert;4;1946-1970;meublé;22.8;27.36;15.96;2020;PARIS;7511557
5;52;Croulebarbe;2;1971-1990;non meublé;22.4;26.88;15.68;2020;PARIS;7511352
6;65;Ternes;2;1946-1970;meublé;27.7;33.24;19.39;2020;PARIS;7511765
6;65;Ternes;4;Avant 1946;meublé;26.7;32.04;18.69;2020;PARIS;7511765
6;65;Ternes;1;1971-1990;non meublé;28.1;33.72;19.67;2020;PARIS;7511765
6;66;Plaine de Monceaux;1;1971-1990;non meublé;28.1;33.72;19.67;2020;PARIS;7511766
11;68;Epinettes;3;Avant 1946;meublé;26.0;31.2;18.2;2020;PARIS;7511768
6;66;Plaine de Monceaux;1;Apres 1990;meublé;30.6;36.72;21.42;2020;PARIS;7511766
13;72;La Chapelle;4;Avant 1946;non meublé;20.1;24.12;14.07;2020;PARIS;7511872
11;77;Belleville;1;Apres 1990;meublé;27.2;32.64;19.04;2020;PARIS;7512077
14;79;Père-Lachaise;1;1971-1990;meublé;26.1;31.32;18.27;2020;PARIS;7512079
13;80;Charonne;3;Avant 1946;meublé;23.1;27.72;16.17;2020;PARIS;7512080
9;69;Grandes-Carrières;4;1971-1990;meublé;21.1;25.32;14.77;2020;PARIS;7511869
11;71;Goutte-d'Or;4;Avant 1946;non meublé;21.4;25.68;14.98;2020;PARIS;7511871
4;7;Mail;4;Avant 1946;non meublé;25.1;30.12;17.57;2020;PARIS;7510207
14;79;Père-Lachaise;1;Avant 1946;meublé;28.5;34.2;19.95;2020;PARIS;7512079
13;78;Saint-Fargeau;3;Apres 1990;non meublé;18.0;21.6;12.6;2020;PARIS;7512078
9;69;Grandes-Carrières;3;Avant 1946;meublé;24.4;29.28;17.08;2020;PARIS;7511869
13;78;Saint-Fargeau;3;1946-1970;meublé;18.6;22.32;13.02;2020;PARIS;7512078
11;77;Belleville;4;1971-1990;meublé;23.4;28.08;16.38;2020;PARIS;7512077
13;72;La Chapelle;1;1946-1970;meublé;25.9;31.08;18.13;2020;PARIS;7511872
13;80;Charonne;2;Avant 1946;meublé;25.0;30.0;17.5;2020;PARIS;7512080
14;76;Combat;3;Avant 1946;meublé;23.2;27.84;16.24;2020;PARIS;7511976
13;72;La Chapelle;1;Apres 1990;non meublé;23.1;27.72;16.17;2020;PARIS;7511872
9;69;Grandes-Carrières;4;Avant 1946;meublé;23.6;28.32;16.52;2020;PARIS;7511869
11;77;Belleville;2;1971-1990;non meublé;22.9;27.48;16.03;2020;PARIS;7512077
13;74;Pont-de-Flandre;2;1946-1970;non meublé;19.1;22.92;13.37;2020;PARIS;7511974
14;76;Combat;1;1971-1990;non meublé;23.1;27.72;16.17;2020;PARIS;7511976
3;63;Porte-Dauphine;3;1946-1970;meublé;28.6;34.32;20.02;2020;PARIS;7511663
11;43;Roquette;2;1971-1990;meublé;25.9;31.08;18.13;2020;PARIS;7511143
13;73;Villette;1;1971-1990;non meublé;21.2;25.44;14.84;2020;PARIS;7511973
13;72;La Chapelle;4;Avant 1946;meublé;22.7;27.24;15.89;2020;PARIS;7511872
13;80;Charonne;3;1971-1990;non meublé;16.7;20.04;11.69;2020;PARIS;7512080
9;70;Clignancourt;1;Avant 1946;meublé;30.2;36.24;21.14;2020;PARIS;7511870
13;73;Villette;4;1946-1970;meublé;16.5;19.8;11.55;2020;PARIS;7511973
13;75;Amérique;4;1946-1970;meublé;16.5;19.8;11.55;2020;PARIS;7511975
13;75;Amérique;1;1946-1970;meublé;25.9;31.08;18.13;2020;PARIS;7511975
13;72;La Chapelle;4;1946-1970;non meublé;15.1;18.1;10.6;2019;PARIS;7511872
2;4;Place-Vendôme;3;1971-1990;meublé;25.1;30.1;17.6;2019;PARIS;7510104
13;80;Charonne;4;Avant 1946;meublé;22.3;26.8;15.6;2019;PARIS;7512080
11;39;Porte-Saint-Martin;2;1971-1990;non meublé;22.4;26.9;15.7;2019;PARIS;7511039
11;48;Quinze-Vingts;3;Apres 1990;meublé;23.1;27.7;16.2;2019;PARIS;7511248
11;77;Belleville;4;1946-1970;non meublé;21.2;25.4;14.8;2019;PARIS;7512077
5;33;Saint-Georges;4;1971-1990;non meublé;21.5;25.8;15.1;2019;PARIS;7510933
5;37;Saint-Vincent-de-Paul;2;Apres 1990;non meublé;24.5;29.4;17.2;2019;PARIS;7511037
2;29;Champs-Elysées;4;1971-1990;non meublé;22.0;26.4;15.4;2019;PARIS;7510829
5;36;Rochechouart;4;Avant 1946;non meublé;19.8;23.8;13.9;2019;PARIS;7510936
13;72;La Chapelle;3;1946-1970;meublé;18.5;22.2;13.0;2019;PARIS;7511872
2;30;Faubourg-du-Roule;1;1946-1970;meublé;35.9;43.1;25.1;2019;PARIS;7510830
10;55;Petit-Montrouge;3;1946-1970;non meublé;20.4;24.5;14.3;2019;PARIS;7511455
4;11;Archives;2;1971-1990;meublé;25.4;30.5;17.8;2019;PARIS;7510311
10;18;Jardin-des-Plantes;1;Avant 1946;non meublé;28.5;34.2;20.0;2019;PARIS;7510518
10;18;Jardin-des-Plantes;2;1946-1970;non meublé;21.8;26.16;15.26;2021;PARIS;7510518
1;26;Invalides;2;1971-1990;non meublé;27.1;32.52;18.97;2021;PARIS;7510726
13;72;La Chapelle;2;Avant 1946;meublé;25.2;30.24;17.64;2021;PARIS;7511872
5;2;Halles;4;1971-1990;meublé;24.8;29.76;17.36;2021;PARIS;7510102
2;4;Place-Vendôme;2;1946-1970;non meublé;27.1;32.52;18.97;2021;PARIS;7510104
3;32;Europe;2;Avant 1946;meublé;28.7;34.44;20.09;2021;PARIS;7510832
14;79;Père-Lachaise;1;1971-1990;meublé;26.3;31.56;18.41;2021;PARIS;7512079
5;37;Saint-Vincent-de-Paul;1;1946-1970;meublé;31.7;38.04;22.19;2021;PARIS;7511037
13;72;La Chapelle;4;Avant 1946;non meublé;20.4;24.48;14.28;2021;PARIS;7511872
10;18;Jardin-des-Plantes;4;Apres 1990;non meublé;23.6;28.32;16.52;2021;PARIS;7510518
4;12;Sainte-Avoie;1;1971-1990;meublé;34.5;41.4;24.15;2021;PARIS;7510312
13;78;Saint-Fargeau;2;Apres 1990;non meublé;21.2;25.44;14.84;2021;PARIS;7512078
2;15;Arsenal;4;1971-1990;non meublé;22.4;26.88;15.68;2021;PARIS;7510415
2;13;Saint-Merri;4;1946-1970;non meublé;23.2;27.84;16.24;2021;PARIS;7510413
13;78;Saint-Fargeau;3;1971-1990;meublé;19.1;22.92;13.37;2021;PARIS;7512078
13;78;Saint-Fargeau;3;1971-1990;non meublé;17.0;20.4;11.9;2021;PARIS;7512078
13;73;Villette;4;Avant 1946;meublé;23.0;27.6;16.1;2021;PARIS;7511973
4;20;Sorbonne;1;Avant 1946;meublé;35.4;42.48;24.78;2021;PARIS;7510520
1;28;Gros-Caillou;1;Avant 1946;non meublé;32.2;38.64;22.54;2021;PARIS;7510728
9;69;Grandes-Carrières;4;Avant 1946;non meublé;21.4;25.68;14.98;2021;PARIS;7511869
2;34;Chaussée-d'Antin;3;1971-1990;non meublé;23.1;27.72;16.17;2021;PARIS;7510934
5;52;Croulebarbe;4;1971-1990;non meublé;22.0;26.4;15.4;2021;PARIS;7511352
3;62;Muette;1;Avant 1946;meublé;31.7;38.04;22.19;2021;PARIS;7511662
13;74;Pont-de-Flandre;1;Apres 1990;non meublé;23.2;27.84;16.24;2021;PARIS;7511974
10;44;Sainte-Marguerite;1;1946-1970;non meublé;24.8;29.76;17.36;2021;PARIS;7511144
2;3;Palais-Royal;3;Apres 1990;non meublé;24.8;29.76;17.36;2021;PARIS;7510103
14;45;Bel-Air;3;Avant 1946;non meublé;20.8;24.96;14.56;2021;PARIS;7511245
3;62;Muette;4;Avant 1946;meublé;27.1;32.52;18.97;2021;PARIS;7511662
12;51;Maison-Blanche;3;Apres 1990;non meublé;23.0;27.6;16.1;2021;PARIS;7511351
11;48;Quinze-Vingts;4;1946-1970;meublé;24.2;29.04;16.94;2021;PARIS;7511248
5;52;Croulebarbe;1;Avant 1946;meublé;33.3;39.96;23.31;2021;PARIS;7511352
11;48;Quinze-Vingts;3;Apres 1990;non meublé;21.4;25.68;14.98;2021;PARIS;7511248
2;13;Saint-Merri;4;Apres 1990;non meublé;26.2;31.44;18.34;2021;PARIS;7510413
10;49;Salpêtrière;1;1971-1990;non meublé;27.0;32.4;18.9;2021;PARIS;7511349
2;29;Champs-Elysées;3;Apres 1990;meublé;27.9;33.48;19.53;2021;PARIS;7510829
7;61;Auteuil;1;Apres 1990;meublé;30.3;36.36;21.21;2021;PARIS;7511661
2;21;Monnaie;1;1971-1990;meublé;32.1;38.52;22.47;2021;PARIS;7510621
2;22;Odeon;4;Apres 1990;non meublé;26.2;31.44;18.34;2021;PARIS;7510622
12;56;Plaisance;3;1971-1990;non meublé;20.4;24.48;14.28;2021;PARIS;7511456
3;64;Chaillot;1;1971-1990;non meublé;29.9;35.88;20.93;2021;PARIS;7511664
2;3;Palais-Royal;4;1971-1990;non meublé;22.4;26.88;15.68;2021;PARIS;7510103
2;21;Monnaie;1;Apres 1990;non meublé;33.1;39.72;23.17;2021;PARIS;7510621
1;23;Notre-Dame-des-Champs;1;1946-1970;meublé;36.9;44.28;25.83;2021;PARIS;7510623
4;17;Saint-Victor;2;1946-1970;meublé;26.0;31.2;18.2;2021;PARIS;7510517
6;66;Plaine de Monceaux;3;1946-1970;non meublé;23.3;27.96;16.31;2021;PARIS;7511766
3;32;Europe;4;1971-1990;meublé;28.0;33.6;19.6;2021;PARIS;7510832
4;19;Val-de-Grace;3;1946-1970;meublé;24.6;29.52;17.22;2021;PARIS;7510519
14;45;Bel-Air;1;Avant 1946;non meublé;24.7;29.64;17.29;2021;PARIS;7511245
1;27;Ecole-Militaire;1;1971-1990;non meublé;32.8;39.36;22.96;2021;PARIS;7510727
11;68;Epinettes;3;1971-1990;meublé;22.3;26.76;15.61;2021;PARIS;7511768
14;79;Père-Lachaise;2;Avant 1946;meublé;25.9;31.08;18.13;2021;PARIS;7512079
4;20;Sorbonne;1;1971-1990;meublé;34.5;41.4;24.15;2021;PARIS;7510520
5;38;Porte-Saint-Denis;2;1971-1990;meublé;25.3;30.36;17.71;2021;PARIS;7511038
9;46;Picpus;2;Avant 1946;meublé;26.6;31.92;18.62;2021;PARIS;7511246
2;31;Madeleine;4;Apres 1990;meublé;29.5;35.4;20.65;2021;PARIS;7510831
14;45;Bel-Air;4;Apres 1990;meublé;24.0;28.8;16.8;2021;PARIS;7511245
11;43;Roquette;3;Apres 1990;meublé;24.1;28.92;16.87;2021;PARIS;7511143
1;26;Invalides;4;1946-1970;meublé;27.7;33.24;19.39;2021;PARIS;7510726
14;47;Bercy;1;Apres 1990;non meublé;25.5;30.6;17.85;2021;PARIS;7511247
11;41;Folie-Méricourt;1;Avant 1946;non meublé;28.6;34.32;20.02;2021;PARIS;7511141
10;49;Salpêtrière;3;Apres 1990;meublé;25.5;30.6;17.85;2021;PARIS;7511349
4;20;Sorbonne;3;1971-1990;meublé;27.5;33.0;19.25;2021;PARIS;7510520
7;60;Javel 15Art;3;Apres 1990;meublé;27.9;33.48;19.53;2021;PARIS;7511560
7;59;Grenelle;4;Apres 1990;meublé;26.7;32.04;18.69;2021;PARIS;7511559
5;36;Rochechouart;4;1946-1970;meublé;24.1;28.92;16.87;2021;PARIS;7510936
11;43;Roquette;1;1971-1990;meublé;29.3;35.16;20.51;2021;PARIS;7511143
5;36;Rochechouart;2;1946-1970;meublé;27.3;32.76;19.11;2021;PARIS;7510936
10;42;Saint-Ambroise;3;1946-1970;non meublé;21.3;25.56;14.91;2021;PARIS;7511142
11;48;Quinze-Vingts;4;Apres 1990;non meublé;19.7;23.64;13.79;2021;PARIS;7511248
14;47;Bercy;3;1946-1970;non meublé;19.4;23.28;13.58;2021;PARIS;7511247
6;66;Plaine de Monceaux;3;Apres 1990;meublé;27.1;32.52;18.97;2021;PARIS;7511766
3;64;Chaillot;4;Apres 1990;non meublé;25.6;30.72;17.92;2021;PARIS;7511664
13;74;Pont-de-Flandre;3;Apres 1990;non meublé;18.3;21.96;12.81;2021;PARIS;7511974
4;7;Mail;2;Apres 1990;non meublé;24.2;29.04;16.94;2021;PARIS;7510207
1;23;Notre-Dame-des-Champs;2;1946-1970;non meublé;26.9;32.28;18.83;2021;PARIS;7510623
13;80;Charonne;2;1971-1990;meublé;20.5;24.6;14.35;2021;PARIS;7512080
4;17;Saint-Victor;3;1971-1990;meublé;25.8;31.0;18.1;2019;PARIS;7510517
13;50;Gare;3;Avant 1946;non meublé;20.2;24.2;14.1;2019;PARIS;7511350
12;51;Maison-Blanche;2;1946-1970;meublé;24.0;28.8;16.8;2019;PARIS;7511351
2;15;Arsenal;1;1946-1970;meublé;35.9;43.1;25.1;2019;PARIS;7510415
4;12;Sainte-Avoie;2;Apres 1990;meublé;28.7;34.4;20.1;2019;PARIS;7510312
4;17;Saint-Victor;1;1971-1990;meublé;32.9;39.5;23.0;2019;PARIS;7510517
4;14;Saint-Gervais;4;1971-1990;meublé;25.9;31.1;18.1;2019;PARIS;7510414
10;44;Sainte-Marguerite;3;1971-1990;non meublé;21.5;25.8;15.1;2019;PARIS;7511144
2;13;Saint-Merri;4;1946-1970;meublé;25.2;30.2;17.6;2019;PARIS;7510413
2;21;Monnaie;3;1946-1970;non meublé;21.5;25.8;15.1;2019;PARIS;7510621
7;60;Javel 15Art;1;1971-1990;non meublé;25.8;31.0;18.1;2019;PARIS;7511560
7;61;Auteuil;2;1946-1970;non meublé;22.8;27.4;16.0;2019;PARIS;7511661
5;35;Faubourg-Montmartre;3;1971-1990;meublé;24.1;28.9;16.9;2019;PARIS;7510935
3;32;Europe;1;1946-1970;non meublé;27.6;33.1;19.3;2019;PARIS;7510832
5;33;Saint-Georges;4;Apres 1990;meublé;23.3;28.0;16.3;2019;PARIS;7510933
5;37;Saint-Vincent-de-Paul;1;Apres 1990;non meublé;27.7;33.2;19.4;2019;PARIS;7511037
5;37;Saint-Vincent-de-Paul;2;1971-1990;non meublé;22.1;26.5;15.5;2019;PARIS;7511037
13;74;Pont-de-Flandre;4;1946-1970;meublé;17.1;20.5;12.0;2019;PARIS;7511974
2;34;Chaussée-d'Antin;2;1971-1990;meublé;28.4;34.1;19.9;2019;PARIS;7510934
9;46;Picpus;4;1946-1970;meublé;19.3;23.2;13.5;2019;PARIS;7511246
2;31;Madeleine;4;1971-1990;meublé;24.9;29.9;17.4;2019;PARIS;7510831
9;46;Picpus;3;Apres 1990;meublé;25.3;30.4;17.7;2019;PARIS;7511246
13;78;Saint-Fargeau;4;1971-1990;non meublé;15.3;18.4;10.7;2019;PARIS;7512078
13;78;Saint-Fargeau;1;Apres 1990;non meublé;23.0;27.6;16.1;2019;PARIS;7512078
4;19;Val-de-Grace;3;1946-1970;non meublé;21.4;25.7;15.0;2019;PARIS;7510519
2;3;Palais-Royal;4;1946-1970;non meublé;22.3;26.8;15.6;2019;PARIS;7510103
2;5;Gaillon;2;Avant 1946;meublé;31.5;37.8;22.1;2019;PARIS;7510205
2;3;Palais-Royal;1;1946-1970;non meublé;31.8;38.2;22.3;2019;PARIS;7510103
2;3;Palais-Royal;4;1971-1990;meublé;24.9;29.9;17.4;2019;PARIS;7510103
4;14;Saint-Gervais;4;1971-1990;non meublé;22.3;26.76;15.61;2021;PARIS;7510414
2;13;Saint-Merri;2;1946-1970;meublé;30.1;36.1;21.1;2019;PARIS;7510413
2;16;Notre-Dame;3;1946-1970;meublé;24.8;29.76;17.36;2021;PARIS;7510416
4;14;Saint-Gervais;2;Avant 1946;meublé;31.6;37.92;22.12;2021;PARIS;7510414
11;54;Parc-de-Montsouris;1;Apres 1990;non meublé;23.4;28.1;16.4;2019;PARIS;7511454
4;19;Val-de-Grace;3;Avant 1946;non meublé;24.6;29.5;17.2;2019;PARIS;7510519
2;16;Notre-Dame;4;1971-1990;meublé;24.9;29.9;17.4;2019;PARIS;7510416
2;34;Chaussée-d'Antin;3;Apres 1990;non meublé;24.6;29.5;17.2;2019;PARIS;7510934
1;25;Saint-Thomas-d'Aquin;2;1946-1970;meublé;29.3;35.2;20.5;2019;PARIS;7510725
7;59;Grenelle;2;Apres 1990;non meublé;24.9;29.9;17.4;2019;PARIS;7511559
12;56;Plaisance;1;Avant 1946;non meublé;29.7;35.6;20.8;2019;PARIS;7511456
4;20;Sorbonne;3;1971-1990;non meublé;22.8;27.4;16.0;2019;PARIS;7510520
13;72;La Chapelle;2;Apres 1990;non meublé;20.7;24.8;14.5;2019;PARIS;7511872
9;70;Clignancourt;2;Apres 1990;non meublé;23.1;27.7;16.2;2019;PARIS;7511870
3;32;Europe;3;Avant 1946;non meublé;24.0;28.8;16.8;2019;PARIS;7510832
2;34;Chaussée-d'Antin;3;Apres 1990;meublé;27.8;33.4;19.5;2019;PARIS;7510934
13;73;Villette;1;1971-1990;meublé;23.7;28.4;16.6;2019;PARIS;7511973
11;71;Goutte-d'Or;4;1946-1970;non meublé;21.2;25.4;14.8;2019;PARIS;7511871
2;13;Saint-Merri;2;Apres 1990;non meublé;27.1;32.52;18.97;2021;PARIS;7510413
2;1;St-Germain-l'Auxerrois;4;1971-1990;non meublé;22.4;26.88;15.68;2021;PARIS;7510101
5;2;Halles;4;Avant 1946;non meublé;20.4;24.48;14.28;2021;PARIS;7510102
10;49;Salpêtrière;3;Apres 1990;non meublé;22.7;27.24;15.89;2021;PARIS;7511349
11;39;Porte-Saint-Martin;4;1971-1990;meublé;23.3;27.96;16.31;2021;PARIS;7511039
1;28;Gros-Caillou;4;Apres 1990;meublé;34.3;41.16;24.01;2021;PARIS;7510728
4;11;Archives;4;Apres 1990;non meublé;25.1;30.12;17.57;2021;PARIS;7510311
10;18;Jardin-des-Plantes;3;1971-1990;meublé;24.6;29.52;17.22;2021;PARIS;7510518
14;45;Bel-Air;3;Apres 1990;meublé;24.1;28.92;16.87;2021;PARIS;7511245
12;56;Plaisance;3;1946-1970;meublé;22.7;27.24;15.89;2021;PARIS;7511456
6;66;Plaine de Monceaux;2;Avant 1946;non meublé;26.7;32.04;18.69;2021;PARIS;7511766
12;56;Plaisance;4;Apres 1990;non meublé;23.3;27.96;16.31;2021;PARIS;7511456
7;61;Auteuil;2;1971-1990;meublé;26.8;32.16;18.76;2021;PARIS;7511661
11;54;Parc-de-Montsouris;2;1971-1990;non meublé;23.3;27.96;16.31;2021;PARIS;7511454
14;47;Bercy;3;Apres 1990;non meublé;21.4;25.68;14.98;2021;PARIS;7511247
13;73;Villette;2;Apres 1990;non meublé;21.2;25.44;14.84;2021;PARIS;7511973
13;78;Saint-Fargeau;4;1946-1970;meublé;16.2;19.44;11.34;2021;PARIS;7512078
11;54;Parc-de-Montsouris;1;1971-1990;meublé;29.3;35.16;20.51;2021;PARIS;7511454
2;22;Odeon;2;1946-1970;non meublé;27.1;32.52;18.97;2021;PARIS;7510622
1;26;Invalides;2;1971-1990;meublé;30.5;36.6;21.35;2021;PARIS;7510726
13;74;Pont-de-Flandre;2;1946-1970;meublé;21.6;25.92;15.12;2021;PARIS;7511974
2;24;Saint-Germain-des-Prés;2;1971-1990;non meublé;26.0;31.2;18.2;2021;PARIS;7510624
14;45;Bel-Air;1;1946-1970;meublé;27.0;32.4;18.9;2021;PARIS;7511245
11;77;Belleville;1;1946-1970;non meublé;24.6;29.52;17.22;2021;PARIS;7512077
2;4;Place-Vendôme;2;1971-1990;non meublé;26.0;31.2;18.2;2021;PARIS;7510104
3;62;Muette;1;1946-1970;meublé;32.4;38.88;22.68;2021;PARIS;7511662
14;45;Bel-Air;2;1946-1970;meublé;23.6;28.32;16.52;2021;PARIS;7511245
14;76;Combat;2;Apres 1990;non meublé;23.5;28.2;16.45;2021;PARIS;7511976
10;44;Sainte-Marguerite;2;Apres 1990;meublé;27.7;33.2;19.4;2019;PARIS;7511144
13;74;Pont-de-Flandre;2;1946-1970;meublé;21.4;25.7;15.0;2019;PARIS;7511974
2;1;St-Germain-l'Auxerrois;1;1971-1990;meublé;32.1;38.52;22.47;2021;PARIS;7510101
2;4;Place-Vendôme;3;Avant 1946;meublé;30.9;37.08;21.63;2021;PARIS;7510104
2;1;St-Germain-l'Auxerrois;3;Apres 1990;meublé;27.8;33.4;19.5;2019;PARIS;7510101
2;4;Place-Vendôme;2;1971-1990;non meublé;25.1;30.1;17.6;2019;PARIS;7510104
9;70;Clignancourt;2;1946-1970;meublé;22.8;27.36;15.96;2021;PARIS;7511870
2;24;Saint-Germain-des-Prés;2;Avant 1946;non meublé;28.6;34.32;20.02;2021;PARIS;7510624
10;42;Saint-Ambroise;1;1971-1990;non meublé;27.0;32.4;18.9;2021;PARIS;7511142
2;31;Madeleine;4;Avant 1946;non meublé;25.8;30.96;18.06;2021;PARIS;7510831
10;49;Salpêtrière;2;1946-1970;meublé;24.5;29.4;17.15;2021;PARIS;7511349
10;55;Petit-Montrouge;3;1971-1990;meublé;24.6;29.52;17.22;2021;PARIS;7511455
14;47;Bercy;2;1971-1990;meublé;22.5;27.0;15.75;2021;PARIS;7511247
2;31;Madeleine;2;1971-1990;meublé;29.3;35.16;20.51;2021;PARIS;7510831
4;8;Bonne-Nouvelle;1;Apres 1990;non meublé;28.2;33.84;19.74;2021;PARIS;7510208
10;44;Sainte-Marguerite;3;1971-1990;non meublé;21.9;26.28;15.33;2021;PARIS;7511144
5;33;Saint-Georges;3;1946-1970;meublé;22.5;27.0;15.75;2021;PARIS;7510933
13;80;Charonne;1;Apres 1990;non meublé;23.2;27.84;16.24;2021;PARIS;7512080
11;39;Porte-Saint-Martin;2;1946-1970;meublé;25.7;30.84;17.99;2021;PARIS;7511039
11;41;Folie-Méricourt;1;Avant 1946;meublé;32.2;38.64;22.54;2021;PARIS;7511141
6;65;Ternes;3;1946-1970;meublé;26.2;31.44;18.34;2021;PARIS;7511765
10;42;Saint-Ambroise;4;1971-1990;meublé;25.0;30.0;17.5;2021;PARIS;7511142
